@relation 'prova-weka.filters.unsupervised.attribute.Reorder-R2,1'

@attribute text string
@attribute classPol {0,4}

@data
'  maiden for what oh and im sad youre going to miss bats tomorrow',0
' tea with oat milk doesn\'t work now making my 3rd cup but haven\'t drunk any yet',0
' why does my mom have to destroy my life home now',0
'  sinus infection eww yuck that an\'t right i hope i haven\'t got what you have | because my sinuses are all blocked up',0
' my tumblrtags are down',0
' yess done with biology now a giant painting to do',0
' 3 perspecitves approach to open system science synthesis missed the other two i\'m getting slow tedxtokyo',0
' so very bored looking forward to going home and having a glass of wine is it time yet half an hour to go',0
'  i so would have been there as well',0
'  i want tickets but im here and ur there that sux hope all is well',0
'  iknow i will work on it my appetite is wack now and i only crave cheese and sugar',0
'  is that a \'bad\' 6 5 out of 10 then because i consider 6 5 out of 10 to be fairly good man i\'m a big termnator fan',0
'  i\'m such a dork i missed your concert i was totally planning to go there',0
'  it cost me 900 canadian and its painful',0
' saw berkeley and lan good times but not seeing her for another 6 months',0
'  74 it\'s the finger - it looks loaded and i\'m not a media junkie so don\'t know this cooper chappie',0
'  just woke up with half hour to get showered and shaved and get to work',0
' i\'ve been having long days recently i don\'t think the weekend will get any better god damn i\'m whining',0
' really enjoyed er last night can\'t believe it finishes next week loved bones too wasn\'t expecting booth to really be ill eek',0
' very close to giving up feel actually sick with nerves about this exam',0
'  agreed - poor little lad',0
' am sad jessica angel died on csi ny',0
' i just did the russell howard dinosaur design-flaw thing and no-one saw it but me but i need to entertain myself somehow lol',0
'  xox yeah stupid tv gosh STRLAUGH oh i wonder if you\'ll have netball tomorow STRLAUGH its still raining',0
'  delectable like im not gonna be here 4 like 3 months and i utterly u and i drunk too much tequila i wanna say good bye',0
' goom morning all well what a bloody horrible day today dark rainy',0
'  yay i think  has fell asleep on us heh',0
' i wish i was on a boat some one will get this tweet hopefully',0
' okay i\'m not getting okay until you here aa',0
' half an hour more to off work old snake is an idiot shorty peng is acting busy by playing with a stupid stapler what a pathatic me',0
' i am so nervous hate this feeling of dread and panic',0
'  omg no what you meen lost a follower y what have i done wrong hope it was just a spam just got past the 30 as well',0
'  oh i dunno about bk or anything else i only looked up mcdonalds',0
'  i had the same prob yest at the studio went to make tea poured the milk and lumps came out failed',0
'  - i want to particpate my iphone won\'t let me',0
' good morning everyone well what a horrible day today dark rainy',0
' so  what news in perak the star says it\'s gone to zambry wish i could say i\'m surprised',0
' looking for a new job actually want to cry',0
'  she does that a lot',0
' wishin tat i wasn\'t so broke all the bloody time',0
' what on earth is wrong with the connection i just realized today isn\'t my day at all \'',0
' omg its so cold eek had yummy chessecake for puddying = jealous much',0
' bleh worked my ass off today on that video but it\'s still not done i have some major trials ahead with it too but i did something neat',0
' gutted just had to turn down a ticket for jean michel jarre at wembley tonight',0
'  oh man up STRLAUGH dude that\'s pretty bad',0
' just made it into north carolina even more uncomfortable with my mom laying on me now cant sleep 4 30am',0
'  if u dont want me to come just say so',0
' found out that it\'s so easy for people to just say \'sorry i can\'t\' without even trying first i should learn to do it',0
' nnoo my girl has been voted off very sad',0
' morning why am i awake i don\'t need to be in till 12',0
' hates my hope he dies next year',0
' work work work boo i think i need some red bull',0
' morning everyone off to the dentist and not looking forward to it every time i go it is worse news at the state of my rubbish teeth',0
' do not like the adium skype plugin makes adium crash from time to time you end up with two windows for the same chat and so on',0
'  i miss you already come home lonely night no \"you tonight \" for me',0
'  u need to sort out ur default browser issues or have the browser open if its other than ie - windows monopoly phail',0
'  noodles  i sorry *sniff*',0
'  tried nambu for iphone URL as an alternative also free personally haven\'t tried either got no iphone',0
'  x3 lmao it wont hun ; i felt like that too lmaoo that fireman was hot so sad he died',0
' working 3 to close tomorrow boo',0
'  guts yah and an inadvertently high waisted navy pin stripe skirt and black stockings i wish i had navy stockings',0
' how can my little finger still be broken 12 full weeks after i broke it',0
' fri afty blues - don\'t feel like working anymore',0
' is waiting for the smelly bus',0
'  i love rockclimbing but havent in years',0
' power is out crappy',0
' i have just woke up bitten by mosquito aa33 dx in the eye',0
'  lol i would but i don\'t got 2k to burn',0
'  i\'m sorry to hear about it',0
'  erm i reckon it could be about 4pm but many people are saying that the chances of seeing them at the o2 are slim',0
' i miss my puppy',0
' watching desperate housewives on tv season 2 > season 5 i miss the old characters',0
'  mine used to say that to me all the time',0
'  i know the feeling for the past 4 months sadly',0
'  prodigy and  in boston 2day boo roll on summer already x',0
' has lost her equip ticket',0
' got into my office and i am the only one here from my team an un-scheduled holiday',0
' having a real bad conscience',0
'  can we please have more than 140characters  u cant',0
' wait i think i only have pictures from  noo there\'s no sign of david cook',0
'  howd it go yeah mine was the same time xx',0
' got up to take the dogs out and now i can\'t go back to sleep',0
'  lol she made me do what was done to me oh so long ago now my karma\'s gonna be fucked up fack',0
' i has burnt chips',0
'  what\'s up miss jen feeling better today miss you',0
' now feel hell-ish',0
' broken links ohnoes',0
'  can\'t dm you unless you follow me',0
' any tips / websites to check out anyone about using groups in tweetdeck i have no clue at all',0
'  that sucks',0
' gah binu is in cleaning the kitchen how am i meant to make some breakfast out of the little food i have left',0
' jay and matt really hate each other this makes me sad',0
'  good god that woman is a bloody mermaid man flu still here so having to rest a bit longer',0
' my tummy hurts',0
' my 15 old month son have start alone his baby computer and play alone i need to hide my macbook soon',0
' at work a lot of mail today also running late but still 4 t',0
' shower is currently cold',0
' i hate goodbyes and farewells',0
' ace of cakes made an amazing cake for a navy fleet &now i want a piece not of the cake but of my sailor hmph',0
'  socks duude i didn\'t know the mitchell & webb radio tickets had been released and i missed out gutted',0
'  i remembered it to be awesome',0
'  pfft hes a man he chould be able to stay awake i wont be around forever damn it heheh',0
' morning were at mum\'s waiting to go docs at 10 30am to get poor william\'s eye looked at how\'s everyones morning going',0
' roy has somehow managed to break 2 computers in one day had to take one to the sop attempting to fix this one',0
' what will u do if u\'re abt to get ur twitter time just to find that ur electricity went off one day and internet connection the next',0
' says ang tahimik dito sa office lahat ng cms nag out of town URL',0
' has a headache wish i was at home not in work',0
'  me too stupid weather',0
' why am i always ill i need to be in barbados wid my sister',0
'  pfft hes a man he should be able to stay awake i wont be around forever damn it heheh',0
' last day of placement but i\'m having a headache already had two panadols but',0
' i\'m feeling a little tired i\'m so going to sleep in the plane brisbane domestic airport --> URL',0
' my legs hurt i have been on my feet to long',0
' off to work',0
' why you sad',0
'  i\'m so sorry that happened to me wednesday no fun feel better dear',0
'  i know lol ahh poor you have you seen any of the rumours about the new iphone it\'s gunna be awesome if half are true1',0
' hey  i really miss your tv show i seriously modeled my sense of humor after you andydick live > URL',0
' someone whos up talk to me goin in to birmingham so wished i lived in la x',0
' fucking statistics exam again fuck',0
'  i know it was quite a bit of a bummer',0
' just finished an assignment now i have two more to write plus a speech need to finish one this weekend and i\'m sick',0
'  i kno you shoulda told me you was goin silly face',0
'  URL - this is making me cry',0
' anyway i have to call there',0
' ipod touch battery life is impressive - it\'s been playing since yesterday afternoon in my pocket',0
' my twitter wont let me upload a new pic that sucks booty ass flavored cucumbers',0
' went through and deleted every email she ever sent and any emails from everyone else this sucks dick',0
' finished with my econ project well to the best of my ability gotsta be at school bright & early to present i want sleep',0
' washing machine not working properly that\'s all i need',0
' really wishes my hdd didn\'t die i had all my old classic games on it and no more anime',0
' ask swifty has a totaly of 3 561 289 views =x STRLAUGH feels like more boo',0
'  kimmeh  yah they ended up not being maybe next time',0
'  keep it up we land tomorrow will mail you but a meeting looks unlikely',0
' cassidy said i disgust her lol hurt my feelings',0
' josh\'s ipod broke as a fellow ipod user i am very saddened by this',0
' rt   thanks for finding me my pleasure but can\'t access your webpage',0
' annoyed joey isn\'t coming back wont be watching haa again any time soon',0
'  hehehe hmm where is my creative muse ',0
' cried myself tosleep last night finishing cobra trap wish i hadn\'t',0
' boo u all sleep whores continues work',0
'  well i didnt designed it lol i wish google hired me for there logo designs however its just a dream job',0
' bashed my head twice on the bus this morning roof far too low',0
' im at my uncles house im really bored',0
' feeling a little remorse for the things i said last night oh dear',0
' is tired and has had 3 late nights in a row',0
' kieli\'s pet peeves = 1 people eating on tv 2 listerine commercials 3 people drinking loudly',0
' reading manga and chilling with jayden i\'m scared',0
' took zyrtec clearly isnt working im hungry and tired ugh curse stuffy noses and drippy eyes',0
' enjoyed seeing all the dogs romping on the common this morning but didn\'t enjoy the chain slipping off the bike on a hill',0
'  sad boosh',0
' broken washing machines egm illness all things that i didn\'t need the stress of dealing with right now',0
'  where can i find this chart my itunes is telling me kris is beating adam and that breaks my heart',0
' mostboringtweets sorry must go now i\'m even boring myself',0
' please pray for my mum fam she going into theatre now',0
' 8 years today can\'t believe it\'s been that long always missing u dad',0
'  rice keifer is being a butt and not twittering',0
'  unicorn yes almost got hypothermia one of the only two snow days and i had to play netball - -',0
' totally have the hickups right now',0
'  sorry i just saw ttiitts in that message - it stopped my scrolling dead 0 but then i realised i was just seeing things',0
' isnt feelin so great with a big ole belly ache',0
' can\'t sleep and i have to be up in 3 hours fml',0
' rt   followfriday p s send me those details again i think i\'ve deleted them',0
'  ah that sounds good i\'m at work we don\'t get bank holiday weekend',0
' mym towers is very quiet today',0
'  iceland\'s great for birdlife wish i was there looking forward to seeing your pics',0
' just came back had crazy bus ride with kaiting last bus ride together',0
' today really sucked not a slight better than yesterday',0
'  well then you\'ll be delighted to hear that the new noagenda still hasn\'t dropped',0
' anyone see blood sweat and takeways - the poor little fish',0
'  u also have no idea how much i wish i stayed in aberdeen sun cocktails and cakes',0
'  STRLAUGH 5 hours i hear ya brother insomnia suxx',0
' i\'m sad i\'m not at the gathering this weekend',0
' another sleepless night',0
'  URL - that is a lot of people and a very small award which i can\'t read',0
' over one hour to unload 19 pallet of wide screen tv\'s the piss is been well taken today',0
'  oh well i want you there i cant talk in chat room it wont let mee',0
'  sounds like fun i miss camping none of my friends now are into it',0
' holy shit as philosophy exam in 3 hours people i so cant effin do this i\'m totally bricking it right now x',0
' rt  why does my mom have to destroy my life home now',0
' last day at all saints it\'s a sad day',0
' our cat of 13 years has passed away dying a slow and painful death hope you are in peace now we will miss you terribly',0
'  sadly i cant even hold a brush straight',0
' jonas brothers sold out and i didnt get tickets so sad right now stupid people all trying the internet at the same time',0
' URL 3w4qfe - weather is not looking good for the bank holiday weekend',0
'  i really want the all time low and ftsk ones sorry for the delayed reply just got a computer and everyone has been c',0
'  damn itsz been 1 week since u was last here lol dat day was hella bomb lol do u still want da picsz',0
' all pcs are crashed',0
'  i mean after a while mines only lasted a year',0
'  they\'re up partying again',0
'  they also said they had another incident the night before',0
' what a long day of sch - URL',0
' i can\'t fall asleep this sucks',0
' online shopping is such a money eater',0
' sleep lets hope i feel sick now though',0
' URL via  i can relate but now got some balls i have fired clients or told em to piss off nicely',0
'  i only have 10k STRLAUGH',0
'  that\'s what i was afraid of the trailer makes it look more like a monochromatic transformers wannabe than the terminator',0
' less than 48 hrs in paris sob sob',0
' the only thing i liked about t4 was that it made a case for a cybernetic posthuman society too bad they were the \"bad\" guys',0
' my other half is getting a tattoo done and i\'m not there to hold her hand i hope she\'s alright',0
'  oh no there must be some way to replace it which session are you going to',0
' going camping today watching boyfriend fall from an aeroplane tomorrow back to plymouth sunday i has a busy weekend',0
'  you took our good weather i thought it was going to be sunny this morning got outside and i was soaking wet in seconds',0
' i broke my keyboard',0
'  thats not fair i want 2 day weeks',0
' wishes  would stop telling me about morrissey dates that are sold out',0
'  i can\'t get stream - tried chrome ie & firefox edtech09',0
' took the plunge and got dmc greatness now i have to wait for the fair to come back to town',0
' amazing number of turkish spam in theaquarium\'s comments cleaning up',0
'  indeed we have 1 isolated case na here',0
' my tummy hurts',0
' up rocking my 7 month old who\'s not feeling to good right now',0
' it is a good night outside i wished that i didn\'t have to go to work tomorrow',0
' well since jenny is apparently in the mall and not home i guess i\'ll have to settle for instant coffee hmph',0
' i\'m listening to the adam corolla podcast i miss his show on kwod',0
' g1 just received an unexpected ota update can\'t tell what update has changed still can not be trusted to use latitude',0
'  STRLAUGH well its really watching me im just not going to sleep b/c i have no job or school until monday',0
' boo my cat just up chucked half eaten cat-bikkies on one of my bags',0
' right i suppose it is time to start tidying my room and sort out what my parents can take with them when they come here',0
' finish maths this morning management tomorrow so it finally begins but soo long til it ends 25th june freedom day',0
' has been trying to sleep for 2 1/2 hours',0
' waiting for tyres to be changed - URL',0
'  have busy day first meetings then gp have a bad ear infection very sore and then a birthday later enjoy ur day off xx',0
' good friend is moving back to ahmedabad after a year at gurgaon saying \"we don\'t like this place\"',0
' i need some fucking money',0
' roe\'s heree yeay but here should i take her it\'s miri after all',0
'  party is over but i had a great time',0
' ouch my tongue still seems to be suffering from when i burnt it making drinking tea painful',0
' caramel macchiato to pep me up i hate it when the sun shines but the wind is freezing',0
'  rf aww i am so sorry for maria girl your page is great i love roger too maybe mine shows it too STRLAUGH',0
'  damn i want it too *checks if i have any blood relation to the queen* ah hell no',0
' wrestling with the duet cover of life why wont it fit',0
' i have such a burning desire to have jaljeera now damn it cant leave office',0
' developing my \"stegocrypt\" project already done but lost',0
' rip ned my little car he\'s off to the scrapyard today URL',0
'  o that\'s not good hun i ticketyboo today sorry to hear you\'re not',0
' bummer just collected from the dry cleaners my new $300 skirt that had red wine spilt on it 1st wear - stain hasn\'t come out annoying',0
' sore throat in island lake il URL',0
' will do ugly logos for money',0
'  everyone gets to go outta town for the holiday i gotta stay back',0
' laying in bed so bored had an early doctors appt now trying to get back to sleep but failing miserably sun\'s out but its stil cold',0
' 19\% battery ahh going to have to go inside soon',0
'  sharma and you are not happy with that / /me has a 512 kbps connection only',0
' wtf y am ii up quess its cuz i\'m so use to beinq put to bed',0
' late to work oh well i actually have 3 days left hehe',0
' oh dear - tears on phone this arvo from 5 y/o playing at friends place - she\'d ripped her new dress from grandma hope i can fix it',0
'  cool you might have to share a bit nice major but before i was on my laptop i wrote in notepads that was stolen',0
'  hopefully was not being quite as much of a horrible person as i may have seemed',0
'  i don\'t know am just guessing he had it waxed since it seems to be gone mostly and since he\'s so toned now',0
' feeling sad that rapidshare com acct has bn expired fb',0
' has a terrible headache and cant sleep',0
'  time to noopy dream then girl i know u\'re eyes is read now hehe hwa i\'m confused many hottie pics to follow STRLAUGH',0
' got twitter again this is my third i\'ve had a problem with twitter did you guys oh wait i have no followers',0
' lonely',0
' what is wrong with me',0
' wondering what happened to salman rushdie',0
'  poor guy yeah it should relieve some of his anxiety of being in a strange place with strange smells snuggle him good',0
' jus had an opportunity of a lifetime pass me by wtf was i thinking',0
'  sorry to hear it still hurts but i heard it could last for quite a while',0
' why oh why oh why oh why am i attracted to people who need fixing it isn\'t even the person it\'s the desire to make someone better',0
'  yes i fell in love and have to wait months for the next episode',0
' arrived at sigint sitting in the speakers\' room 314 in m6; should get a club mate from somewhere just can\'t leave right now',0
'  and let religious folks get \"married\" still if straights get it i deserve the same rights cali queer here still not married',0
'  i\'m the same way half the time i wake  up crying',0
'  offcourse ahmedabad is the more happening place thn gurgaon i still miss my 2+ year stay there',0
'  and sweaty and absolutely disgusting',0
'  arvo website says go to the help desk on day but my dad has come to sydney suddenly maybe i should hang with him don\'t know',0
'  you better do it quick - i lost my name and had to go with a weird one',0
' only 1lb lost i am so fed up that today\'s weigh in was so bad i lost 1lb i know i should be pleased it\'s 1lb URL',0
' it\'s my last day at focal radio',0
' erghh stil feeling like shite and missing non uniform my mum is finally going to book me a doctors apointment but i have no lucozde left',0
' not loading still',0
' hhihihi bayar rt  usd 4 99 2 week only at URL rt  whoa share please',0
'  yep thats why yeah tonight could be a goer anything good on i just woke from my sleep pod x',0
' hey worst news for this afternoon i cannot join you to go to dufan there will be some tryout on monday so sorry then',0
' rt  rt  date announcement URL 13 6 is not the best date - even more because i already have plans',0
'  upstream isp investigating meta hills death',0
' getting thin is fucking impossible *sigh*',0
' goin to docs as im poorly lost 2 much weight in 3 days',0
' ahh what a news lakers lost',0
' finally caved i\'ve made a doctor\'s appointment for this afternoon to see if i really have strep throat',0
' hope by tuesday or wednesday i get an extension to live for 1 more year in finland i am trying my best i want to live here and study',0
' i am very upset that kris allen married',0
'  stress gara2 thesis raa hikz btw kt br bs ketemu lg coupls comin months',0
' good morning sick',0
' trust america to rob the gay guy of his victory on american idol',0
'  yh nd i am stuck in doors at college',0
' watching harold & maude then sleeping for an eternity it\'s been a fun week but i need the rest on the downside my laptop is dead',0
' chest pains has returned',0
'  anthony have yu noticed that twitter takes ages to update when yu change your prof pic- i changed my yest&its still a red cross xx',0
' poor baby  \"adjusted\" month-old colic baby \"parents trust me enough to work on their baby\" chiropractic bogus singhbca',0
' fell down today flat on my face my cheek still swollen now i will have a fat n black n blue face for may day 2morow time for bed',0
' okay so falling asleep during the day is bad because you wake up at 3 00 in the morning and cant fall back asleep',0
' at work no fun',0
'   am posted the same sad face',0
'  i\'m ashamed',0
' my eyes hurt',0
' is single after four years',0
' now i guess i better try and get some sleep lets hope a ghost doesn\'t haunt me like last night',0
' ouchh no nail',0
' i hope i\'ve got tickets for the  concert in dublin ireland cause its sold out hope they do another show here',0
' just finished mid-year exams kinda tough',0
'  hah was that sarcastic so many people hate on it but i embrace its many faults',0
'  aww you could come and join me but it might be a wee bit far <3',0
' had hair cut - now have a cold head',0
' eurgh don\'t want to feel ill i wanted to go to town today',0
' gads yuk filthy mingin i could go on and on',0
'  nope my battery on my phone is dead',0
'  oh yes i did want to go into the commercial possibilities but laptop lost battery perhaps a part 2',0
'  that\'s probably my fault',0
'  äsh tyst mere hah',0
'  i just need some bandwidth all used up for this month',0
' black lab been sick for a day now - think she\'s eaten something minging no food for her today poor rosie',0
' i\'m confused as f** how this works help',0
'  come back here we still play your beer o clock thing speaking of which i hell stole one of phil\'s beers & feel superr bad',0
' feels sick with exhaustion sorry had to have my whinge',0
'  its andy\'s birthday and everything wasnt there a tripe and biscuits party i guess thats why i said tripe cos im so poor',0
'  i wish i could be there eating cookies with you',0
' have to eat mash potatoes all day',0
' cat very capable of giving massage sometimes does but wont be trained only recently i read why cats purr - its their \"omm\" now work',0
' damn i forgot hippo my ipod',0
' gotta go to the job centre today ill make sure to take lots of pointless pics',0
'  have to drop parents at airport so beers postponed brux or leuven will be good though',0
' tsk been there before mate made a multi lingual cms then was told by my boss to fill in the content took aages',0
' waiting my a girl whom love me very much',0
' twitter search dead',0
' i didnt realise i\'d be poor weep weep',0
'  have you got any street gigs next week can\'t come on 31st some advance notice would be helpful',0
' only started using slimtimer again yesterday and todays its down',0
' i hate these mixed emotions ahh why can i be off of work already',0
'  didnt get to see you at the ninja show in irvine i was sad',0
' i cant believe mark from ftsk got swine flu',0
' one day to the canal festival URL just been let down by the photographer',0
' is officially unemployed',0
' pleasee',0
'  URL - somewhere in new england as we are generally skipped over',0
' oh dear i\'m peeling bye tan',0
'  aw has foxtel without the disney channel  \'oh well shit happens\' lmao that made me laugh out loud',0
' pitched for a column and came to know from the person concerned there the one im pitching is already covered in that column sigh dumb',0
'  i am very well except that i am all alone this weekend but i\'ll live',0
' bass is failing shady emos have stopped dancing now im depressed STRLAUGH jks rockets r nxt',0
'  i was hoping to catch the sun today self tan tonight again me thinks',0
' a good friend from childhood died last night sad',0
' packing to go home for summer',0
'  you\'re off when i\'m just on bye honeyy sweet anoop dreams',0
'  not been to prithvi yet we should do that sometime',0
'  damn bad luck doc',0
' bens coming todayy i cant wait to see him but whyy am i up this early i tend to be waking up alot earlier than normal hmm <3',0
' happy 5th bday to my godson rj i wish i could just visit but he\'s in guam and my cousin beth\'s due date is today eeks goodluck',0
' looks like there will be no pgr5 unless someone else takes it on',0
'   were did you goo',0
' just gettin home but atleast they pay overtime i have tickets for blue magic link me for dem',0
'  oo i miss you',0
'  crap hit enter xd as i was saying ill celebrate on thurs hopefully no one can make it to my bbq',0
' out of all nites this tooth wants to hurt now ughh i\'m pain there is nothing i can do about it',0
'  i know i saw that i am glad she is ok thank god',0
' i think my body/mind has the days muddled up - i got that monday morning feeling',0
' ah i\'m so sleepy now no time to write tomorrow for sure buenas noches tweets',0
'  lucky u maann my boss has cald me to work even tomoro n me had made elaborate plans for da weekend bak hom in pune',0
' sorry not to be able to make it in person - marking and msc admissions stuff to do uollts',0
' i hate my sleeping patterns i can never go to sleep  night uugh',0
' roe\'s heree yeay but where should i take her it is miri after all',0
' me and \"winter going out night time fashion\" don\'t get along',0
' looks like our run of wet windy weather will keep the shuttle from landing at kennedy space center today URL',0
' it feels like im loosing my best ftiend',0
' ooh my twatter is defunct',0
'  munky no one these random red patches just popped up out of nowhere im diseased',0
' i got up real early today',0
'  yep i know bad night with baby so won\'t be awake by 9pm',0
'  you should buy one of those external pack things you can get for it i need to go take j out hun speak later',0
' devastated my favorite blouse has disappeared from the clothes line gone for ever',0
' we had the best time lastnight woo hoo i can take on the world now just after i finnish my hw lol',0
'  don\'t have those anymore can\'t b arsed',0
' now his sedative kicks in i thought he was dead for a second',0
' only 6 hours =p miss you girls',0
'  i miss you already come home lonely night no \"you tonight \" for me',0
' wants to go see ',0
' at my parents house trying to find my grip of noise tapes i picked up over my high school years not much luck',0
' STRLAUGH im in work with a cold which usually makes the day drag by',0
' once again i can\'t sleep and no one is up',0
'  sucks when you have to get nasty with coworkers in order to get respect',0
'  tsk been there before mate made a multi lingual cms then was told by my boss to fill in the content took aages',0
' damn rain stuck at work',0
' 15 minutes damnt dad is walking with the dog he must to come back now',0
' rubbish i\'m not off today like the rest of the world seems to be it\'s gonna be a long day',0
'  ha hope u havin fun walkin have a good night wish i was comin',0
' feels so strange today really strange i hope everything\'s ok',0
' can feel a sore throat starting',0
'  yeah it is too bad we don\'t live closer',0
'  sheesh dude i feel your pain exact same thing happened to me about 5 years ago its horrible',0
' the clouds have taken over the skies what a pity from the perfect weather to a miserable one',0
' shame about lucy gordon killing herself she was in spiderman 3 movie very sad ooh betty',0
'  omg he performed on ai pala i didnt get to watch too',0
' pumped to go to gym to only work out i didn\'t pack all my gym gear',0
' before i have to check out the new ttr dave matthews band just loaded it but that takes some time ready for the beats now',0
' oh man my laptop screen is blurry now i try solve this problem but don\'t find good solution',0
'  yeah i think it was the first good day of the week even though  got stabbed & is in hospital',0
'  my goodness poor woman',0
' after this cool ass look i just finished my batteries died great',0
'  i\'m anxious to try upgrade myself but i have too many tabs open right now with work so will need to wait',0
' ugly clouds in oeiras/carcavelos again i can\'t see sintra\'s pena palace strange whether my sinusitis is killing me',0
'  i miss you finally got online and your not on /cry',0
'  URL - yay nerdfighters xd i so wanna read them but they dont sell those books over here',0
' i am very upset that kris allen is married',0
' is going crazy at work 1 hour left and i\'m so bored',0
' is in history on her last day of school',0
' the live chat is done i haven\'t seen anything and they\'ve not answered anything of my questions',0
' fuck just hit my shin really hard on corner of bed frame it hurt gonna have a huge bruise/bump and my bridesmaid dress is above knee',0
'  sorry i can\'t come; i have no bus fare',0
' my little princess is being very cranky this morning',0
' i just sticky-tape-murdered an unknown insect',0
' ahh just had a glorious drive through the surrey hills how pretentious does that sound with the windows wound down back to leeds later',0
' the east coast forecast has gone from a waist high fun wave this weekend to flat',0
'  a broken heart is the worst i\'m still waiting for mine to heal',0
'  did you hear about how  was stabbed today',0
'  ah sun lucky you looks like it\'s going to rain here i\'m sure you\'ll have a lovely day yess msn tonight',0
'  spoilsport actually i won\'t say that \'cos that\'s just perverted sorry',0
' myspace isn\'t working',0
' bloody choppy this is the boat that tenders us ashore we going to walk to castello brown 40min walk URL',0
'  miss lim took cab this morning',0
' is still waiting for news of the house sale this could go on for weeks',0
' wondering what i am going to watch now idol is finished and wondering if adamlambert has a twitter account',0
' wants to go snowboarding but can\'t afford it',0
' rt   oh no plan b magazine is finished by far my favourite music mag sadness sadness sadness shit',0
' irish block then mcd\'s whoop',0
'  yea its hectic',0
'  not cute at all i just got over a bad case of them too',0
' normally the cars going by outside my window are enuff to whisk me to dreamland; but clearly not tonite',0
' not looking good for either of the landing opportunities',0
' yes i\'ve just become fed up with a few things but am working to make it better at least ',0
' where can i purchase reasonably priced athlon xp 3200+ my pc is dragging its ass when more than 2 programmes open',0
' worst pasta ever never said that before which is really depressing couldn\'t finish it never said that before either now i feel sick',0
'  safe journey back its a long way',0
' ahh just had a glorious drive through the surrey hills with the windows wound down everything was good back to leeds later',0
' doesn\'t like to drip dry',0
' just saw my country is still banned on paypal that sucks bad',0
' woke up to full-on proper ringlets in my hair damn hair cut forgot shorter hair does this to me',0
'  drizzling started but then it stopped btw how come did u know that i m in ardee',0
' aaww i missed the pp pinkberry parkinglot party perfectipn playa',0
' is working while freezing',0
'  can bearly walk looks a lot worse now too',0
' hates all the fuss about it makes me feel very empty',0
'  tim but on twitterfon you cannot be able to go directly to a user',0
'  now im all self concious',0
'  aww how nice n ireland just has loads of rain xx',0
' network problems irritating going to bed early',0
'  sharma journo not answering my call at all',0
' i seriously hate my job so unhappy i seriously hate my job so unhappy URL',0
' exams nearly over yay just got one more to go will be hard likes higher graph comm',0
' i cant sleep idk why i feel like this',0
' my sister\'s going to port dickson tomorrow the bf\'s heading to redang on sunday night and i\'m going nowhere',0
' i hate it when recipes don\'t give detailed enough instruction now i have to start all over',0
'  did you hear how  was stabbed today she\'s ok but in hospital right now',0
' i hate that rainy weather',0
'  at least you can go to dos URL',0
'  keep up the rice and toast and the fluids',0
'  problem is all the desktop here either don have floppy or full of dust n rusty none can read or format',0
'  p s sorry about the shin',0
' oh no it looks like rain',0
'  bmoney good way to ruin your perfect body baby i love you hope you\'re sleeping good',0
'  i miss sunshine and i missed sunshine today and my dad is home',0
' getting ready for the big day 7/06/09 my first spring triatlon loosing weight a marchas forzadas hurt my abductor yesterday',0
' writing about file formats',0
' studying for exams',0
' going to miss you',0
' can\'t stand this hot italian weather',0
' just found out monday is a holiday bugger one *more* day before money transfers between accounts why does it takes three working days',0
'  URL - damn this lucozade stuff is so delicious i had that once 5 yrs ago in london and i cant forget it',0
' orkut changed its mailing format looks dull now orkut',0
' mashlib09 just got a spam comment on my ning user page beware \'lorrie terry\'',0
' sure is missing my dog maximus today i hope the remaining 3 months in quarantine fly by at lightning speed *sigh*',0
' i\'ve now gone from being slightly concerned to being very very concerned this is not a good development',0
' STRLAUGH yes it is long i\'m sorry but i didn\'t like any of the short ones unfortunately its really plain its a black long halter',0
'  she texted me & i spoke to her mom she\'s obviously in pain but stable not sure how bad it is',0
' knee is feeling so sore this morning need some drugs',0
'  melrose links don\'t open for me mail them to me',0
' leaving new york today',0
' no iron maiden flight 66 dvd in the post today will have to wait til tuesday now as got it posted to work plop',0
'  what about me',0
' soo tired why am i up so early it\'s only 9 50',0
' is stressed because my double buggy is broken so im stuck in the house xx',0
'  it was random for me too then i had no towel so had to nudie run to the clothes line and it was cold outside',0
' no summer vacations this time arnd',0
'  lol i\'m  not 85 yes changed it this has nothing onthe white couch and have no idea how it will work',0
' absolutely no concentration today',0
' is also in history',0
' i really fancy a sausage sandwich but it just wants to be friends',0
' once again a five in the morning bed time i am soo messed up',0
'  this guy r u sure i\'m sure he\'s a nice person etc but URL',0
' i want my new phone',0
' awaiting last season of the wire to arrive its friday but prob working the weekend',0
' i have a very real fear that my poor little excel will be blown into the river on the way through the city',0
' why did selena gomez have to be so pretty',0
' bleh everything seems to be broken today',0
' ouch tweaked my right ankle',0
' bad start first i got stuck with usernames every one of them was taken then i had to kill my damselfly',0
' actually havin this sidekick ruined my nite gnite',0
' oh i wanna paint but i\'ve got to much work to do and nice clothes on',0
'  i feel like the only one in the world thats not having next week off rubbish',0
'  i think snap com is stopping that page loading for me',0
'  argh so jelous you did dim sum bag humbug wish i was unemployed so i could play out with tony',0
' it is 4am and i am awake this is not going to be good later on',0
'  kill boy hey dude  was stabbed today she\'s ok but in hospital',0
' off to do an irish exams wish me luck i\'m gonna need it',0
'  oh that\'s not good',0
' that\'s the proof of the yoneda lemma written up now to attempt some exams coffee prep\'d',0
'  effing awful',0
